,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
30713838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31258887,metoclopramide,diabetic gastroparesis,parkinsonism,metoclopramide,gastrointestinal symptoms,motor disorders,metoclopramide,parkinsonism,diabetes mellitus,patients,diabetes,parkinsonism,parkinsonism,metoclopramide,patients,diabetes,parkinsonism,parkinsonism,patients,metoclopramide,parkinsonism,patients,diabetes,parkinsonism,patients,metoclopramide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30895126,neck cancer,head and neck cancer,patients,patients,patients,patients,acute myocardial infarction,diabetes mellitus,chronic obstructive pulmonary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32235749,women,men,women,men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28359278,patient,people,patients,patient,patient,patients,implementation of rare disease plans,patients,patient,patients,rare disease legislation,turkey,patient,patient,patient,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29973544,tobacco,tobacco,children,amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30488407,lifelong learning abilities,lifelong learning abilities,CBL,CBL,CBL,CBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28755145,malaria,zika virus,louis encephalitis,japanese encephalitis,toxicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28836965,patients,liver cancer,patients,liver cancer,patients,outpatient,aggressiveness,patients,liver cancer,person,patients,cancer,chronic kidney disease,esophageal bleeding,ascites,hypertension,patients,liver cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32114563,"middle-income countries indonesia, malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30408574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503215,infant,hepatitis b virus,infant,hepatitis b virus (hbv) infections,HBV,HBV,HBV,HBV,HBV,HBV,infant,HBV,HBV,HBV,HBV,HBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29200073,sleep deprivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28254080,ADHD,attention deficit hyperactivity disorders,attention deficit hyperactivity disorder,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31958220,patients,stroke dysphagia,patients,stroke dysphagia,stroke,pneumonia-free,patients,patients,patients,pneumonia,stroke,patients,stroke,pneumonia-free,patients,pneumonia,pneumonia,stroke,decreased pneumonia,patients,pneumonia,stroke,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29489481,cancer,cancer,fatigue,cancer,fatigue,participants,participants,fatigue,fatigue,cancer,fatigue,cancer,cancer,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32112902,cancer,areca nut,cancer,carcinogenesis,BQ,arecoline n-oxide,areca nut,carcinogenesis,n-acetylcysteine,malignant disorder,reactive oxygen species,carcinogenesis,patients,oral cancer,tumor,patients,cancer,BQ,cancer,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27925489,HIV,AIDS,HIV,AIDS,HIV,AIDS,HIV,AIDS,HIV,AIDS,HIV,AIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855293,cancers,cancer,overdetected cancers,prostate cancer,breast cancer,overdetected prostate cancer,prostate specific antigen,overdetected breast cancer,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30373360,patients,schizophrenia,patients,schizophrenia,malaysia,sri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27492301,patients,COPD,obstructive pulmonary disease,COPD,COPD,patients,decreased dyspnea,fatigue,COPD,patients,patient,COPD,patients,patient,COPD,patients,COPD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30924619,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32572794,psychiatric,cognitive disorders,dementia,stroke,mental health disorders,depression,people,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284156,participants,depression,anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003226,tinnitus,migraines,headache,migraine,patients,migraine,headaches,migraine,cochlear disorders,migraine,cochlear disorders,cochlear disorders,patients,migraines,participants,patients,migraines,cochlear disorders,tinnitus,sensorineural hearing impairment,deafness,cox,cochlear disorders,migraines,patients,migraines,women,men,SD,cochlear disorders,migraine,cochlear disorders,person,migraine,person,cochlear disorders,migraine cohort,migraine,tinnitus,sensorineural hearing impairment,sudden deafness,cochlear disorders,tinnitus,patients,migraines,migraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30321364,malaysia,malaysia,obesity,obesity,obesity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28717873,lysine,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29857537,men,women,obesity,obesity,men,women,men,women,obesity,women,men,women,men,obesity,women,men,obesity of sedentary behaviors,obesity,women,men,women,obesity,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27829014,carbon,titanium oxide,allergic dermatitis,handling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31806936,patients,schizophrenia,patients,schizophrenia,schizophrenia,patients,schizophrenia,patients,patients,schizophrenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29766544,dipeptidyl peptidase-4,fracture,patients,type 2 diabetes,dipeptidyl peptidase-4,fracture,patients,diabetes,patients,diabetes,metformin,patients,diabetes,fracture,fractures,fractures,fractures,people,fractures,upper extremity fractures,fracture,fractures,upper extremity fractures,patients,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29746564,bacterial infections,hepatic encephalopathy,patients,cirrhosis,patients,liver cirrhosis,bacterial infections,hepatic encephalopathy,infection,patients,patients,patients,infection,cirrhosis,helicobacter pylori,peptic ulcer bleeding,patient,patients,bacterial peritonitis,sepsis,biliary tract infection,patients,infection,infection,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32512941,fitness,competencies of fitness,fitness,fitness,fitness,fitness trainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27265051,patients,patients,patients,people,errors of plantar flexion,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31425461,people,pneumonia,people,mental illness,pneumonia,psychiatric,psychiatric,pneumonia,pneumonia,pneumonia,pneumonia,pneumonia,pneumonia,pneumonia,psychiatric symptoms,pneumonia,people,mental illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32102976,ischemic,hemorrhagic stroke,stroke,vitamin b12,participants,stroke,stroke,participants,homocysteine,vitamin b12,folate,stroke,cox,alcohol,hypertension,diabetes,dyslipidemia,ischemic heart diseases,vitamin b12,folate,homocysteine,person,ischemic stroke,person,stroke,ischemic stroke,hemorrhagic stroke,vitamin b12,stroke,ischemic,hemorrhagic strokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350582,methadone,human influenza a virus,immunodeficiency virus and hepatitis c virus,human,influenza a/wsn,H1N1,human,morphine,methadone,buprenorphine,human,H1N1,viral infection,methadone,virus infection,morphine,buprenorphine,H1N1,methadone,H1N1,human,methadone,H1N1,mice,methadone,H1N1,methadone,influenza,viral infection,influenza a virus infection,people,methadone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27473578,patients,tuberculosis,human immunodeficiency virus,patients,tuberculosis,immunodeficiency virus (hiv) infection,HIV,patients,HIV,patients,patients,HIV,AIDS,patients,HIV,patients,patients,patients,patients,HIV,patients,women,patients,patients,patients,patients,patients,patients,psychosocial,patients,patients,psychosocial,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28056969,rotation block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32096650,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29271066,psychosis risk syndrome,schizophrenia process,psychosis risk syndrome,patients,psychosis,psychosis,psychosis,patients,people,schizophrenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28946600,stroke hemiparesis,chronic stroke,patients,patients,human,stroke,patients,patient,MHQ,patients,stroke,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28099330,breast cancer,breast cancer,breast cancer,breast cancer,death,breast cancer,breast cancer,breast cancer,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28679807,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32569533,an,areca nut,areca nut,AN,an,BQ,an,BQ,AN,cancer,tobacco,tobacco,tobacco,AN,AN,oral cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29514737,serous fallopian tube,cancer,serous fallopian tube,peritoneal epithelial cancers,cancer,women,patients,serous cancers,cancers,fallopian tube cancer,ovarian and peritoneal cancer,serous fallopian tube cancer,serous fallopian tube cancer,ovarian cancer,tubal cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31415394,nephrology referrals,patients,kidney disease,patients,chronic kidney disease,patients,patients,patients,death,patients,nephrology referrals,end-stage renal disease,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31520884,schizophrenia,patients,schizophrenia,patients,patients,patients,schizophrenia,chlorpromazine,cpzeq,benzodiazepines,patients,schizophrenia,schizophrenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32525411,participants,patients,persons,stroke,schizophrenia,hearing loss,liver cirrhosis,chronic kidney disease,congestive heart failure,neck cancer,stroke,schizophrenia,hearing loss,liver cirrhosis,congestive heart failure,neck cancer,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28734526,patients,falls,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30569916,adzuki beans,paraquat,PQ,PQ,humans,neurodegenerative diseases,PQ,SERS,PQ,adzuki beans,vigna angularis,methanol,formic acid,PQ,adzuki beans,RSD,PQ,PQ,SERS,SERS,PQ,adzuki beans,PQ,PQ,adzuki bean,PQ,SERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30924901,tobacco,tobacco,tobacco,tobacco,participants,participant,tobacco,lung cancer,participants,women,men,lung cancer,men,death,lung cancer,tobacco,tobacco,men,lung cancer,lung cancer,lung cancer,women,tobacco,lung cancer,tobacco,men,tobacco,tobacco,tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31518767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29132363,women,women,women,women,women,women,women,women,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29928684,deaths,cancer,cancer,women,women,cancers,cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30766437,schizophrenia,schizophrenia,schizophrenia,patients,patients,schizophrenia,diazepam,impulsiveness/aggressiveness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30471156,child,adolescent psychiatry,child,child,adolescent psychiatry,child,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212956,silymarin,nephropathy,liver cirrhosis,patients,silymarin,nephropathy,silymarin,nephropathy,patients,liver cirrhosis,patients,liver cirrhosis,silymarin,patients,liver cirrhosis,silymarin,patient,hepatitis b,"hepatitis c, alcoholic hepatitis",death,nephropathy,death,nephropathy,silymarin,nephropathy,silymarin,nephropathy,silymarin,silymarin,nephropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31783672,pneumonia,pneumonia,weakness,patient,patients,patients,patients,pneumonia,pneumonia,pneumonia,patients,participants,pneumonia,pneumonia,patient,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27043684,ventricular tachycardia,ventricular fibrillation,patient,cardiac arrhythmia,defibrillation and antiarrhythmia,patients,cardiac arrest,cardiac arrhythmia,cardiac arrhythmia,patients,amiodarone,trauma,patients,patients,patients,patients,death,cardiac arrhythmia,patients,death,death,cardiac arrhythmia,patients,patients,patients,cardiac arrest,VT,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26725013,insufficiently,neurosciences specialism,patients,participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30968600,metformin,prostate cancer,men,benign prostatic hyperplasia,benign prostate hyperplasia,prostate cancer,men,metformin,prostate cancer,men,men,type 2 diabetes mellitus,patients,metformin,metformin,prostate cancer,prostate specific antigen,patients,metformin,prostate cancer,men,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27125407,intrauterine insemination,gonadotropin releasing hormone,patients,intrauterine insemination,infertile,patients,patients,COS,patients,patients,patients,human,human,patients,patients,hmg,COS,IVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30423178,participants,psychosocial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002328,diabetes,participants,diabetic,diabetes,diabetes,diabetes,participants,participants,participant,diabetes,participants,deaths,diabetes,men,women,patients,diabetes,death,patients,diabetes,death,diabetes,renal disease,coronary heart disease,ischemic stroke,diabetes,women,men,diabetes,diabetes,death,implementation of diabetes,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30292652,lambda-cyhalothrin,LCT,ca2+,ca2+,human,BAPTA-AM,ca2+,human,lambda-cyhalothrin,LCT,cyhalothrin,pyrethroid,LCT,neurotoxic,cytotoxicity,human,ca2+,ca2+,human,BAPTA-AM,N'N,ca2+,LCT,cytotoxicity,rat,ca2+,ca2+,ca2+,ca2+,ca2+,2-APB,econazole,SKF96365,ca2+,thapsigargin,LCT,ca2+,thapsigargin,ca2+,cytotoxicity,bax,bcl-2,caspase-9,ca2+,BAPTA-AM,ca2+,ca2+,BAPTA-AM,cytotoxicity,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32105971,patient,knee arthroplasty,arthroplasty,patients,patient,arthroplasty,patients,PARTICIPANTS,patients,arthroplasty,patients,arthroplasty,patients,knee arthroplasty,patient,patients,patients,patient,knee arthroplasty,patient,patient,patient,arthroplasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32421653,arrhythmia,cardiac arrhythmia,cardiac arrhythmia,arrhythmia,arrhythmia,cardiac arrhythmia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29873793,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32459783,patients,patients,patients,outpatient,outpatient,outpatient,outpatient,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30506799,psychiatric,people,participant,psychiatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31699518,kidney failure,diabetes,kidney failure,burden of kidney failure,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29982092,depression anxiety stress,sleepiness,children,GHQ,participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27588321,chronic kidney disease,chronic kidney disease,CKD,patient,CKD,anemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32295666,participants,stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27426213,PA,participants,PA,PA,PA,PA,financial condition and depression,PA,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25559309,labor migrants,trauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30986022,outpatient,outpatient,patients,outpatient,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27227159,infection,patient,infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32520984,PARTICIPANTS,participants,participants,participants,participants,women,depression,anxiety,depression,anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31931137,afatinib,non-small cell lung cancer,EGFR,tyrosine,EGFR,patients,non-small cell lung cancer,NSCLC,EGFR,afatinib,patients,tumors,EGFR,patients,EGFR,T790M,G719X,L861Q,S768I,T790M,EGFR,patients,afatinib,afatinib,EGFR,patients,afatinib,NSCLC,EGFR,EGFR,afatinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29248746,hepatitis b,hepatitis b,hepatitis b,liver cancer,hepatitis b,viral infections,participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30113496,musculoskeletal pain,patients,end-stage renal disease,musculoskeletal pain,patients,chronic kidney disease,CKD,musculoskeletal pain,end-stage renal disease,ESRD,patients,myalgia,ESRD,patients,ESRD,ESRD,musculoskeletal pain,ESRD,patients,chronic musculoskeletal pain,musculoskeletal pain,women,men,myalgia,ESRD,ESRD,musculoskeletal pain,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31619795,infant,child,child,child,child,infants,children,children,child,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31493480,muscle injury,mouse,muscle pain,psychological stress,muscle injury,sleep deprivation,muscle injury,mouse,mice,sleep deprivation,sleep deprivation,mice,sleep deprivation increased food intake,sleep deprivation,tnf-alpha,aspartate aminotransferase,AST,muscle impairment,muscle injury,muscle damage,sleep deprivation,muscle damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30971393,type 2 diabetes mellitus,men,type 2 diabetes mellitus,men,dutasteride,finasteride,benign prostatic hyperplasia,PARTICIPANTS,men,dutasteride,finasteride,tamsulosin,dutasteride,finasteride,tamsulosin,dutasteride,finasteride,tamsulosin,diabetes,type 2 diabetes,dutasteride,finasteride,tamsulosin,person,dutasteride,finasteride,tamsulosin,diabetes,dutasteride,finasteride,tamsulosin,dutasteride,finasteride,tamsulosin,type 2 diabetes,men,benign prostatic hyperplasia,men,tamsulosin,men,dutasteride,finasteride,men,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30208045,human,canine,mitral valve disease,dilated cardiomyopathy,chronic kidney disease,diabetes mellitus,atopic dermatitis,splenic haemangiosarcoma,appendicular osteosarcoma,cranial cruciate ligament disease,intervertebral disc disease,cervical spondylomyelopathy,intervertebral disc disease,atopic dermatitis,dogs,humans,impact of diseases,prioritisation of disease eradication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28093658,SI,self-injury,NSSI,NSSI,depression,anxiety,SI,NSSI,SI,NSSI,SI,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26595883,colorectal cancer,colorectal cancer,cancer deaths,deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29413227,psychiatric,schizophrenia,patients,schizophrenia,schizophrenia,patients,malaysia,REAP-AP,patients,schizophrenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29359522,olmesartan,enteropathy,olmesartan,enteropathy,olmesartan,enteropathy,enteropathy,coeliac disease,malabsorption,diarrhoea,weight loss,non-infectious enteropathy,olmesartan,patients,person,coeliac disease,malabsorption,diarrhoea,weight loss,non-infectious enteropathy,olmesartan,patients,coeliac disease,patients,patients,olmesartan,enteropathy,olmesartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28146001,REAP-AD,AD,REAP-AD,psychiatric,patients,AD,bipolar disorder,depression,anxiety disorder,outpatient,psychiatric,AD,bipolar disorder,psychiatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26844466,acute coronary syndrome,patients,chronic kidney disease,patients,chronic kidney disease,CKD,cardiovascular diseases,patients,acute coronary syndrome,patients,CKD,patients,CKD,patient,patients,CKD,patients,patients,patients,patients,CKD,CKD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31881691,multidrug-resistant tuberculosis,multidrug-resistant tuberculosis,MDR-TB,fluoroquinolone,gatifloxacin,moxifloxacin,levofloxacin,MDR-TB,tuberculosis,fluoroquinolone,deafness,fluoroquinolone,gatifloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28189522,influenza,people,participant,influenza,people,patient,chronic diseases,influenza,influenza,people,participant,participant,participant,patients,influenza infection,influenza,patients,influenza,illness symptoms,A H1N1,A H1N1,A H3N2,patients,influenza,illness symptoms,influenza,influenza,influenza virus,influenza,patients,patients,participant,participants,patients,influenza,influenza,A H1N1,influenza,people,cardiovascular disease,lung disease,influenza,influenza,people,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32149006,kidney failure,chronic kidney disease,kidney disorders,acute kidney injury,kidney failure,kidney disease,hypertension,diabetes,chronic kidney disease,people,kidney failure,people,chronic kidney disease,kidney failure,patients,kidney failure,kidney failure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29961639,death,deaths,ischaemic heart disease,cerebrovascular disease,diabetes,deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31314657,dengvaxia,dengvaxia,severe diseases,children,children,dengue virus,DENV,DENV,DENV,DENV,patients,DENV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
