PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29382459","Chronic prostatitis/chronic pelvic pain syndrome is associated with previous colonoscopy","Tsai MC, Kao LT, Lin HC, Lee CZ, Chung SD.","Can Urol Assoc J. 2017 Sep;11(9):E367-E371. doi: 10.5489/cuaj.4279.","Tsai MC","Can Urol Assoc J","2017","2018/02/01","PMC5798441","","10.5489/cuaj.4279"
"27986673","Diabetes Mellitus and Latent Tuberculosis Infection: A Systematic Review and Metaanalysis","Lee MR, Huang YP, Kuo YT, Luo CH, Shih YJ, Shu CC, Wang JY, Ko JC, Yu CJ, Lin HH.","Clin Infect Dis. 2017 Mar 15;64(6):719-727. doi: 10.1093/cid/ciw836.","Lee MR","Clin Infect Dis","2017","2016/12/18","PMC5399944","","10.1093/cid/ciw836"
"31446619","Prior Antiplatelet Therapy, Excluding Phosphodiesterase Inhibitor Is Associated with Poor Outcome in Patients with Spontaneous Intracerebral Haemorrhage","Liu ZH, Liu CH, Tu PH, Yip PK, Chen CC, Wang YC, Chen NY, Lin YS.","Transl Stroke Res. 2020 Apr;11(2):185-194. doi: 10.1007/s12975-019-00722-x. Epub 2019 Aug 24.","Liu ZH","Transl Stroke Res","2020","2019/08/26","","","10.1007/s12975-019-00722-x"
"30786856","Adherence to long-term use of renin-angiotensin II-aldosterone system inhibitors in children with chronic kidney disease","Hsu CN, Huang SH, Tain YL.","BMC Pediatr. 2019 Feb 20;19(1):64. doi: 10.1186/s12887-019-1434-6.","Hsu CN","BMC Pediatr","2019","2019/02/22","PMC6383266","","10.1186/s12887-019-1434-6"
"30942665","Integrative settings approach to workplace health promotion to address contemporary challenges for worker health in the Asia-Pacific","Pham CT, Lee CB, Nguyen TLH, Lin JD, Ali S, Chu C.","Glob Health Promot. 2020 Jun;27(2):82-90. doi: 10.1177/1757975918816691. Epub 2019 Apr 3.","Pham CT","Glob Health Promot","2020","2019/04/04","","","10.1177/1757975918816691"
"32037263","Effects of a comprehensive physical therapy on moderate and severe obstructive sleep apnea- a preliminary randomized controlled trial","Lin HY, Chang CJ, Chiang CC, Su PL, Lin CY, Hung CH.","J Formos Med Assoc. 2020 Feb 6:S0929-6646(20)30015-2. doi: 10.1016/j.jfma.2020.01.011. Online ahead of print.","Lin HY","J Formos Med Assoc","2020","2020/02/11","","","10.1016/j.jfma.2020.01.011"
"31324283","The biosimilar pathway in the USA: An analysis of the innovator company and biosimilar company perspectives and beyond","Chang LC.","J Food Drug Anal. 2019 Jul;27(3):671-678. doi: 10.1016/j.jfda.2019.03.003. Epub 2019 Apr 30.","Chang LC","J Food Drug Anal","2019","2019/07/21","","","10.1016/j.jfda.2019.03.003"
"32565466","Risk of recurrent corneal erosion in patients with diabetes mellitus in Taiwan: a population-based cohort study","Jan RL, Tai MC, Ho CH, Chu CC, Wang JJ, Tseng SH, Chang YS.","BMJ Open. 2020 Jun 21;10(6):e035933. doi: 10.1136/bmjopen-2019-035933.","Jan RL","BMJ Open","2020","2020/06/23","PMC7311018","","10.1136/bmjopen-2019-035933"
"32045010","Risk of alzheimer's disease in obstructive sleep apnea patients with or without treatment: Real-world evidence","Tsai MS, Li HY, Huang CG, Wang RYL, Chuang LP, Chen NH, Liu CH, Yang YH, Liu CY, Hsu CM, Cheng WN, Lee LA.","Laryngoscope. 2020 Feb 11. doi: 10.1002/lary.28558. Online ahead of print.","Tsai MS","Laryngoscope","2020","2020/02/12","","","10.1002/lary.28558"
"32386665","Age at menopause and mortality in Taiwan: A cohort analysis","Shen TY, Strong C, Yu T.","Maturitas. 2020 Jun;136:42-48. doi: 10.1016/j.maturitas.2020.04.008. Epub 2020 Apr 18.","Shen TY","Maturitas","2020","2020/05/11","","","10.1016/j.maturitas.2020.04.008"
"31979119","Diagnostic Agreement for High-Grade Urothelial Cell Carcinoma in Atypical Urine Cytology: A Nationwide Survey Reveals a Tendency for Overestimation in Specimens with an N/C Ratio Approaching 0.5","Wang YH, Hang JF, Wen CH, Liao KC, Lee WY, Lai CR.","Cancers (Basel). 2020 Jan 22;12(2):272. doi: 10.3390/cancers12020272.","Wang YH","Cancers (Basel)","2020","2020/01/26","PMC7072605","","10.3390/cancers12020272"
"32478848","Association of Ischemic Stroke, Major Bleeding, and Other Adverse Events With Warfarin Use vs Non-vitamin K Antagonist Oral Anticoagulant Use in Patients With Atrial Fibrillation With a History of Intracranial Hemorrhage","Tsai CT, Liao JN, Chiang CE, Lin YJ, Chang SL, Lo LW, Hu YF, Tuan TC, Chung FP, Chao TF, Lip GYH, Chen SA.","JAMA Netw Open. 2020 Jun 1;3(6):e206424. doi: 10.1001/jamanetworkopen.2020.6424.","Tsai CT","JAMA Netw Open","2020","2020/06/02","PMC7265096","","10.1001/jamanetworkopen.2020.6424"
"31412791","Analysis of survival after initiation of continuous renal replacement therapy in patients with extracorporeal membrane oxygenation","Kuo G, Chen SW, Fan PC, Wu VC, Chou AH, Lee CC, Chu PH, Tsai FC, Tian YC, Chang CH.","BMC Nephrol. 2019 Aug 14;20(1):318. doi: 10.1186/s12882-019-1516-6.","Kuo G","BMC Nephrol","2019","2019/08/16","PMC6694695","","10.1186/s12882-019-1516-6"
"32052933","Chronic rhinosinusitis after radiotherapy in patients with head and neck cancer: a population-based cohort study in Taiwan","Lu YT, Lu YC, Cheng HC, Hsin CH, Yang SF, Wang PH, Yeh HJ.","Int Forum Allergy Rhinol. 2020 May;10(5):692-697. doi: 10.1002/alr.22526. Epub 2020 Feb 13.","Lu YT","Int Forum Allergy Rhinol","2020","2020/02/14","","","10.1002/alr.22526"
"32568391","Association of Parental Mental Illness With Child Injury Occurrence, Hospitalization, and Death During Early Childhood","Yang SW, Kernic MA, Mueller BA, Simon GE, Chan KCG, Vander Stoep A.","JAMA Pediatr. 2020 Jun 22:e201749. doi: 10.1001/jamapediatrics.2020.1749. Online ahead of print.","Yang SW","JAMA Pediatr","2020","2020/06/23","PMC7309091","","10.1001/jamapediatrics.2020.1749"
"31499243","Effectiveness of a brief information, motivation and behavioral skills program on stage transitions and lapse for individuals who use ketamine","Hung CC, Su LW, Yen MY, Chuang P, Yang HJ, Lee TS.","Drug Alcohol Depend. 2019 Nov 1;204:107509. doi: 10.1016/j.drugalcdep.2019.06.012. Epub 2019 Aug 30.","Hung CC","Drug Alcohol Depend","2019","2019/09/10","","","10.1016/j.drugalcdep.2019.06.012"
"32301369","Late Outcomes of Valve Repair Versus Replacement in Isolated and Concomitant Tricuspid Valve Surgery: A Nationwide Cohort Study","Wong WK, Chen SW, Chou AH, Lee HA, Cheng YT, Tsai FC, Lee KT, Wu VC, Wang CL, Chang SH, Chu PH.","J Am Heart Assoc. 2020 Apr 21;9(8):e015637. doi: 10.1161/JAHA.119.015637. Epub 2020 Apr 17.","Wong WK","J Am Heart Assoc","2020","2020/04/18","","","10.1161/JAHA.119.015637"
"32050622","Utilizing Experimental Mouse Model to Identify Effectors of Hepatocellular Carcinoma Induced by HBx Antigen","Yang MH, Chen M, Mo HH, Tsai WC, Chang YC, Chang CC, Chen KC, Wu HY, Yuan CH, Lee CH, Chen YA, Tyan YC.","Cancers (Basel). 2020 Feb 10;12(2):409. doi: 10.3390/cancers12020409.","Yang MH","Cancers (Basel)","2020","2020/02/14","PMC7072678","","10.3390/cancers12020409"
"32664263","Have the Chinese Older Adults Received Adequate Healthcare Services since the 2009 Health Reform? Examining the Socioeconomic Disparity in Receiving Adequate Healthcare","Lee YH, Chang YC, Wang YT, Shelley M.","Healthcare (Basel). 2020 Jul 10;8(3):E208. doi: 10.3390/healthcare8030208.","Lee YH","Healthcare (Basel)","2020","2020/07/16","","","10.3390/healthcare8030208"
"31371901","Effects of Clopidogrel and Proton Pump Inhibitors on Cardiovascular Events in Patients with Type 2 Diabetes Mellitus after Bare Metal Stent Implantation: A Nationwide Cohort Study","Lee CW, Tsai FF, Su MI, Yeh HI, Chiang YT, Hsieh CF, Chen CY.","Acta Cardiol Sin. 2019 Jul;35(4):402-411. doi: 10.6515/ACS.201907_35(4).20190108B.","Lee CW","Acta Cardiol Sin","2019","2019/08/03","PMC6656978","","10.6515/ACS.201907_35(4).20190108B"
"29375226","Increased Risk of Venous Thromboembolism in Women with Uterine Leiomyoma: A Nationwide, Population-Based Case-Control Study","Huang HK, Kor CT, Chen CP, Chen HT, Yang PT, Tsai CD, Huang CH.","Acta Cardiol Sin. 2018 Jan;34(1):66-76. doi: 10.6515/ACS.201801_34(1).20170901B.","Huang HK","Acta Cardiol Sin","2018","2018/01/30","PMC5777945","","10.6515/ACS.201801_34(1).20170901B"
"31100544","Synergistic effect of low handgrip strength and malnutrition on 4-year all-cause mortality in older males: A prospective longitudinal cohort study","Wang YC, Liang CK, Hsu YH, Peng LN, Chu CS, Liao MC, Shen HC, Chou MY, Lin YT.","Arch Gerontol Geriatr. 2019 Jul-Aug;83:217-222. doi: 10.1016/j.archger.2019.05.007. Epub 2019 May 8.","Wang YC","Arch Gerontol Geriatr","2019","2019/05/18","","","10.1016/j.archger.2019.05.007"
"28894707","Health Literacy among Visitors of District Polyclinics in Almaty, Kazakhstan","Kayupova G, Turdaliyeva B, Tulebayev K, Van Duong T, Chang PW, Zagulova D.","Iran J Public Health. 2017 Aug;46(8):1062-1070.","Kayupova G","Iran J Public Health","2017","2017/09/13","PMC5575385","",""
"32545629","Exploring the Association between Life Perceptions and Emotional Profiles in Taiwan: Empirical Evidence from the National Well-Being Indicators Survey","Kuan MY, Wang JH, Liou YC, Peng LP.","Int J Environ Res Public Health. 2020 Jun 12;17(12):4209. doi: 10.3390/ijerph17124209.","Kuan MY","Int J Environ Res Public Health","2020","2020/06/18","PMC7344550","","10.3390/ijerph17124209"
"31545095","Logistic Regression Method for Ligand Discovery","Chen C, Wang H.","J Comput Biol. 2020 Jun;27(6):934-940. doi: 10.1089/cmb.2019.0232. Epub 2019 Sep 23.","Chen C","J Comput Biol","2020","2019/09/24","","","10.1089/cmb.2019.0232"
"29927087","Trajectories after first-episode psychosis: Complement to ambiguous outcomes of long-term antipsychotic treatment by exploring a few hidden cases","Liu CC, Lin YT, Liu CM, Hsieh MH, Chien YL, Hwang TJ, Hwu HG.","Early Interv Psychiatry. 2019 Aug;13(4):895-901. doi: 10.1111/eip.12696. Epub 2018 Jun 21.","Liu CC","Early Interv Psychiatry","2019","2018/06/22","","","10.1111/eip.12696"
"32396217","Association of Cervical Spondylosis With Peripheral Vertigo: A Case-Control Study","Yang TH, Xirasagar S, Cheng YF, Kuo NW, Lin HC.","Laryngoscope. 2020 May 12. doi: 10.1002/lary.28715. Online ahead of print.","Yang TH","Laryngoscope","2020","2020/05/13","","","10.1002/lary.28715"
"32621001","Endocrine Dysfunction Following Stroke","Wang F, Luo MY, Zhou L, Yang L, Lanzino G, Chang HJ, Wellman GC.","J Neuroimmune Pharmacol. 2020 Jul 3. doi: 10.1007/s11481-020-09935-6. Online ahead of print.","Wang F","J Neuroimmune Pharmacol","2020","2020/07/05","","","10.1007/s11481-020-09935-6"
"28602667","Does Serum Homocysteine Explain the Connection Between Sexual Frequency and Cardiovascular Risk?","Yang HF, Kao TW, Lin YY, Shih MT, Wu LW, Liaw FY, Peng TC, Chen WL.","J Sex Med. 2017 Jul;14(7):910-917. doi: 10.1016/j.jsxm.2017.05.007. Epub 2017 Jun 8.","Yang HF","J Sex Med","2017","2017/06/13","","","10.1016/j.jsxm.2017.05.007"
"26962795","Leukemia Risk After Cardiac Fluoroscopic Interventions Stratified by Procedure Number, Exposure Latent Time, and Sex: A Nationwide Population-Based Case-Control Study","Wei KC, Lin HY, Hung SK, Huang YT, Lee MS, Wang WH, Wu CS, Su YC, Shen BJ, Tsai SJ, Tsai WT, Chen LC, Li CY, Chiou WY.","Medicine (Baltimore). 2016 Mar;95(10):e2953. doi: 10.1097/MD.0000000000002953.","Wei KC","Medicine (Baltimore)","2016","2016/03/11","PMC4998876","","10.1097/MD.0000000000002953"
"32184108","Mortality of Cardiovascular Events in Patients With COPD and Preceding Hospitalization for Acute Exacerbation","Wang M, Lin EP, Huang LC, Li CY, Shyr Y, Lai CH.","Chest. 2020 Mar 14:S0012-3692(20)30443-8. doi: 10.1016/j.chest.2020.02.046. Online ahead of print.","Wang M","Chest","2020","2020/03/19","","","10.1016/j.chest.2020.02.046"
"27609026","Methotrexate is not associated with increased liver cirrhosis in a population-based cohort of rheumatoid arthritis patients with chronic hepatitis C","Tang KT, Chen YH, Lin CH, Chen DY.","Sci Rep. 2016 Sep 9;6:33104. doi: 10.1038/srep33104.","Tang KT","Sci Rep","2016","2016/09/10","PMC5016832","","10.1038/srep33104"
"32456157","Association Between Gout and Injury Risk: A National Retrospective Cohort Study","Ou SH, Chou CL, Lin CW, Chien WC, Fang TC, Lu KC, Chen JS.","Int J Environ Res Public Health. 2020 May 23;17(10):3679. doi: 10.3390/ijerph17103679.","Ou SH","Int J Environ Res Public Health","2020","2020/05/28","PMC7277708","","10.3390/ijerph17103679"
"32488758","The CHA(2)DS(2)-VASc score predicts chronic kidney disease among patients with atrial fibrillation","Wang CJ, Hsieh YP, Kor CT, Chiu PF.","Int Urol Nephrol. 2020 Jun 1. doi: 10.1007/s11255-020-02514-x. Online ahead of print.","Wang CJ","Int Urol Nephrol","2020","2020/06/04","","","10.1007/s11255-020-02514-x"
"31010789","Consensus Statement on the Use of Bone Turnover Markers for Short-Term Monitoring of Osteoporosis Treatment in the Asia-Pacific Region","Wu CH, Chang YF, Chen CH, Lewiecki EM, Wüster C, Reid I, Tsai KS, Matsumoto T, Mercado-Asis LB, Chan DC, Hwang JS, Cheung CL, Saag K, Lee JK, Tu ST, Xia W, Yu W, Chung YS, Ebeling P, Mithal A, Ferrari SL, Cooper C, Lin GT, Yang RS.","J Clin Densitom. 2019 Mar 20:S1094-6950(19)30036-8. doi: 10.1016/j.jocd.2019.03.004. Online ahead of print.","Wu CH","J Clin Densitom","2019","2019/04/24","","","10.1016/j.jocd.2019.03.004"
"31958352","The indicators of human capital for hospital-based nursing workforce in Taiwan","Goh CF, Chen TL, Chien LY.","J Nurs Manag. 2020 Apr;28(3):577-585. doi: 10.1111/jonm.12959. Epub 2020 Mar 23.","Goh CF","J Nurs Manag","2020","2020/01/21","","","10.1111/jonm.12959"
"32214132","Sustained virological response to hepatitis C therapy does not decrease the incidence of systemic lupus erythematosus or rheumatoid arthritis","Hsu WF, Chen CY, Tseng KC, Lai HC, Kuo HT, Hung CH, Tung SY, Wang JH, Chen JJ, Lee PL, Chien RN, Lin CY, Yang CC, Lo GH, Tai CM, Lin CW, Kao JH, Liu CJ, Liu CH, Yan SL, Bair MJ, Su WW, Chu CH, Chen CJ, Lo CC, Cheng PN, Chiu YC, Wang CC, Cheng JS, Tsai WL, Lin HC, Huang YH, Tsai PC, Huang JF, Dai CY, Chuang WL, Yu ML, Peng CY.","Sci Rep. 2020 Mar 25;10(1):5372. doi: 10.1038/s41598-020-61991-3.","Hsu WF","Sci Rep","2020","2020/03/28","PMC7096452","","10.1038/s41598-020-61991-3"
"32206812","Collaborative Home-Visit Program for Young Children With Motor Delays in Rural Taiwan: A Pilot Randomized Controlled Trial","Hsieh YH, Liao HF, Jeng SF, Tseng MH, Schiariti V, Tsai MY, Sun SC.","Phys Ther. 2020 Jun 23;100(6):979-994. doi: 10.1093/ptj/pzaa033.","Hsieh YH","Phys Ther","2020","2020/03/25","","","10.1093/ptj/pzaa033"
"31319943","A machine learning approach for predicting urine output after fluid administration","Lin PC, Huang HC, Komorowski M, Lin WK, Chang CM, Chen KT, Li YC, Lin MC.","Comput Methods Programs Biomed. 2019 Aug;177:155-159. doi: 10.1016/j.cmpb.2019.05.009. Epub 2019 May 13.","Lin PC","Comput Methods Programs Biomed","2019","2019/07/20","","","10.1016/j.cmpb.2019.05.009"
"31115964","Cardiovascular outcomes of vildagliptin in patients with type 2 diabetes mellitus after acute coronary syndrome or acute ischemic stroke","Chen DY, Li YR, Mao CT, Tseng CN, Hsieh IC, Hung MJ, Chu PH, Wang CH, Wen MS, Cherng WJ, Chen TH.","J Diabetes Investig. 2020 Jan;11(1):110-124. doi: 10.1111/jdi.13078. Epub 2019 Jun 17.","Chen DY","J Diabetes Investig","2020","2019/05/23","PMC6944835","","10.1111/jdi.13078"
"30634389","Gout as a Risk Factor for Dry Eye Disease: A Population-Based Cohort Study","Lee CY, Chen HC, Sun CC, Lin HY, Lu KH, Huang JY, Yeh CB, Yang SF.","J Clin Med. 2019 Jan 9;8(1):62. doi: 10.3390/jcm8010062.","Lee CY","J Clin Med","2019","2019/01/13","PMC6352280","","10.3390/jcm8010062"
"31565551","Rituximab increases the risk of hepatitis B virus reactivation in non-Hodgkin lymphoma patients who are hepatitis B surface antigen-positive or have resolved hepatitis B virus infection in a real-world setting: a retrospective study","Tsai YF, Yang CI, Du JS, Lin MH, Tang SH, Wang HC, Cho SF, Liu YC, Su YC, Dai CY, Hsiao HH.","PeerJ. 2019 Sep 9;7:e7481. doi: 10.7717/peerj.7481. eCollection 2019.","Tsai YF","PeerJ","2019","2019/10/01","PMC6741285","","10.7717/peerj.7481"
"31900958","Incidence and risk factors of colonoscopic post-polypectomy bleeding and perforation in patients with end-stage renal disease","Yang SC, Wu CK, Tai WC, Liang CM, Li YC, Yeh WS, Lee CH, Yang YH, Tsai TH, Hsu CN, Chuah SK.","J Gastroenterol Hepatol. 2020 Jan 3. doi: 10.1111/jgh.14969. Online ahead of print.","Yang SC","J Gastroenterol Hepatol","2020","2020/01/05","","","10.1111/jgh.14969"
"28969020","Increased risk for diabetes mellitus in patients with carbon monoxide poisoning","Huang CC, Ho CH, Chen YC, Lin HJ, Hsu CC, Wang JJ, Su SB, Guo HR.","Oncotarget. 2017 Jun 29;8(38):63680-63690. doi: 10.18632/oncotarget.18887. eCollection 2017 Sep 8.","Huang CC","Oncotarget","2017","2017/10/04","PMC5609952","","10.18632/oncotarget.18887"
"30787638","Statin and metformin therapy in prostate cancer patients with hyperlipidemia who underwent radiotherapy: a population-based cohort study","Li K, Si-Tu J, Qiu J, Lu L, Mao Y, Zeng H, Chen M, Lai C, Chang HJ, Wang D.","Cancer Manag Res. 2019 Feb 4;11:1189-1197. doi: 10.2147/CMAR.S166638. eCollection 2019.","Li K","Cancer Manag Res","2019","2019/02/22","PMC6366348","","10.2147/CMAR.S166638"
"29068610","Seizure Risk Associated With Antidepressant Treatment Among Patients With Depressive Disorders: A Population-Based Case-Crossover Study","Wu CS, Liu HY, Tsai HJ, Liu SK.","J Clin Psychiatry. 2017 Nov/Dec;78(9):e1226-e1232. doi: 10.4088/JCP.16m11377.","Wu CS","J Clin Psychiatry","2017","2017/10/26","","","10.4088/JCP.16m11377"
"32121372","Association between the Use of Dipeptidyl Peptidase 4 Inhibitors and the Risk of Dementia among Patients with Type 2 Diabetes in Taiwan","Chen KC, Chung CH, Lu CH, Tzeng NS, Lee CH, Su SC, Kuo FC, Liu JS, Hsieh CH, Chien WC.","J Clin Med. 2020 Feb 29;9(3):660. doi: 10.3390/jcm9030660.","Chen KC","J Clin Med","2020","2020/03/04","PMC7141309","","10.3390/jcm9030660"
"27608606","Endocrine dysfunction following traumatic brain injury: a 5-year follow-up nationwide-based study","Yang WH, Chen PC, Wang TC, Kuo TY, Cheng CY, Yang YH.","Sci Rep. 2016 Sep 9;6:32987. doi: 10.1038/srep32987.","Yang WH","Sci Rep","2016","2016/09/10","PMC5017132","","10.1038/srep32987"
"27564383","Diabetic Retinopathy in Patients with Diabetic Nephropathy: Development and Progression","Jeng CJ, Hsieh YT, Yang CM, Yang CH, Lin CL, Wang IJ.","PLoS One. 2016 Aug 26;11(8):e0161897. doi: 10.1371/journal.pone.0161897. eCollection 2016.","Jeng CJ","PLoS One","2016","2016/08/27","PMC5001700","","10.1371/journal.pone.0161897"
"32326791","Trend of Neovascular Glaucoma in Taiwan: A 15-year Nationwide Population-based Cohort Study","Lin PA, Lee CY, Huang FC, Huang JY, Hung JH, Yang SF.","Ophthalmic Epidemiol. 2020 Apr 24:1-9. doi: 10.1080/09286586.2020.1755445. Online ahead of print.","Lin PA","Ophthalmic Epidemiol","2020","2020/04/25","","","10.1080/09286586.2020.1755445"
